BioProject	Run	Common Name
PRJNA816255	SRR18441561	Ames 21863
PRJNA816255	SRR18458783	5D3_2
PRJNA816255	SRR18458784	5D2_5
PRJNA816255	SRR18458785	5D2_3
PRJNA816255	SRR18458786	5D2_2
PRJNA816255	SRR18458787	5D1_5
PRJNA816255	SRR18458788	5D1_3
PRJNA816255	SRR18458789	5D1_2
PRJNA816255	SRR18458790	Hmes-21875
PRJNA816255	SRR18458791	5D2
PRJNA816255	SRR18458792	5D1
PRJNA816255	SRR18458793	6E6
PRJNA816255	SRR18458794	5D7_5
PRJNA816255	SRR18458795	6E6_5
PRJNA816255	SRR18458796	5D7_3
PRJNA816255	SRR18458797	5D7_2
PRJNA816255	SRR18458798	5D6_5
PRJNA816255	SRR18458799	5D6_3
PRJNA816255	SRR18458800	5D6_2
PRJNA816255	SRR18458801	5D5_5
PRJNA816255	SRR18458802	5D5_3
PRJNA816255	SRR18458803	5D5_2
PRJNA816255	SRR18458804	5D3_5
PRJNA816255	SRR18458805	5D3_3
PRJNA816255	SRR18458806	6E6_3
PRJNA816255	SRR18458807	6E6_2
PRJNA260788	SRR2527695	F283
PRJNA260788	SRR2527696	F353
PRJNA300309	SRR2858648	RIMMA0383
PRJNA300309	SRR2858657	RIMMA0383
PRJNA300309	SRR2859791	RIMMA0384
PRJNA300309	SRR2859793	RIMMA0384
PRJNA300309	SRR2859795	RIMMA0387
PRJNA300309	SRR2859796	RIMMA0387
PRJNA300309	SRR2886831	RIMMA0415
PRJNA300309	SRR2886832	RIMMA0415
PRJNA300309	SRR2886833	RIMMA0670
PRJNA300309	SRR2886834	RIMMA0670
PRJNA300309	SRR2886856	RIMMA0672
PRJNA300309	SRR2886869	RIMMA0672
PRJNA300309	SRR2886873	RIMMA0720
PRJNA300309	SRR2886874	RIMMA0720
PRJNA300309	SRR2886875	RIMMA1007
PRJNA300309	SRR2886876	RIMMA1007
PRJNA300309	SRR2886877	RIMMA1012
PRJNA300309	SRR2886878	RIMMA1012
PRJNA300309	SRR2886904	RIMMA0390
PRJNA300309	SRR2886906	RIMMA0390
PRJNA300309	SRR2889568	RIMMA0392
PRJNA300309	SRR2889569	RIMMA0392
PRJNA300309	SRR2889570	RIMMA0393
PRJNA300309	SRR2889571	RIMMA0393
PRJNA300309	SRR2889573	RIMMA0409
PRJNA300309	SRR2889574	RIMMA0409
PRJNA300309	SRR2889575	RIMMA0421
PRJNA300309	SRR2889576	RIMMA0421
PRJNA300309	SRR2889577	RIMMA0662
PRJNA300309	SRR2889578	RIMMA0662
PRJNA300309	SRR2889579	RIMMA0703
PRJNA300309	SRR2889580	RIMMA0703
PRJNA300309	SRR2889581	RIMMA0399
PRJNA300309	SRR2889583	RIMMA0399
PRJNA300309	SRR2889669	RIMMA0395
PRJNA300309	SRR2889670	RIMMA0395
PRJNA300309	SRR2889672	RIMMA0395
PRJNA300309	SRR2889674	RIMMA0395
PRJNA300309	SRR2889676	RIMMA0398
PRJNA300309	SRR2889677	RIMMA0398
PRJNA300309	SRR2889678	RIMMA0398
PRJNA300309	SRR2889688	RIMMA0466
PRJNA300309	SRR2889689	RIMMA0466
PRJNA300309	SRR2889690	RIMMA0466
PRJNA300309	SRR2889702	RIMMA0625
PRJNA300309	SRR2889703	RIMMA0625
PRJNA300309	SRR2889704	RIMMA0625
PRJNA300309	SRR2889705	RIMMA0625
PRJNA300309	SRR2889706	RIMMA0438
PRJNA300309	SRR2889707	RIMMA0438
PRJNA300309	SRR2889708	RIMMA0438
PRJNA300309	SRR2889709	RIMMA0438
PRJNA300309	SRR2889710	RIMMA1008
PRJNA300309	SRR2889711	RIMMA1008
PRJNA300309	SRR2890159	RIMMA0626
PRJNA300309	SRR2890160	RIMMA0626
PRJNA300309	SRR2890161	RIMMA0677
PRJNA300309	SRR2890162	RIMMA0677
PRJNA300309	SRR2890163	RIMMA0733
PRJNA300309	SRR2890164	RIMMA0733
PRJNA300309	SRR2890165	RIMMA1010
PRJNA300309	SRR2890166	RIMMA1010
PRJNA300309	SRR2890167	RIMMA0468
PRJNA300309	SRR2890168	RIMMA0468
PRJNA300309	SRR2890169	RIMMA0665
PRJNA300309	SRR2890171	RIMMA0665
PRJNA300309	SRR2890172	RIMMA0385
PRJNA300309	SRR2890173	RIMMA0385
PRJNA300309	SRR2891008	RIMMA0703
PRJNA300309	SRR2891009	RIMMA0703
PRJNA300309	SRR2891010	RIMMA0703
PRJNA300309	SRR2891011	RIMMA0703
PRJNA352392	SRR4999771	Tehuacan162
PRJNA389800	SRR5663770	282set_Ms71
PRJNA389800	SRR5663782	282set_VaW6
PRJNA389800	SRR5664041	282set_B57
PRJNA389800	SRR5725631	282set_B103
PRJNA389800	SRR5725639	282set_VA102
PRJNA389800	SRR5725654	282set_H91
PRJNA389800	SRR5725655	282set_H95
PRJNA389800	SRR5725657	282set_HP301
PRJNA389800	SRR5725663	282set_A679
PRJNA389800	SRR5725665	282set_A654
PRJNA389800	SRR5725666	282set_A641
PRJNA389800	SRR5725669	282set_A632
PRJNA389800	SRR5725672	282set_A634
PRJNA389800	SRR5725675	282set_T8
PRJNA389800	SRR5725679	282set_NC336
PRJNA389800	SRR5725680	282set_NC328
PRJNA389800	SRR5725688	282set_IDS91
PRJNA389800	SRR5725689	282set_IDS69
PRJNA389800	SRR5725694	282set_4722
PRJNA389800	SRR5725707	282set_Ki21
PRJNA389800	SRR5725723	282set_R177
PRJNA389800	SRR5725735	282set_CML158Q
PRJNA389800	SRR5725749	282set_L578
PRJNA389800	SRR5725763	282set_Os420
PRJNA389800	SRR5725787	282set_Tzi18
PRJNA389800	SRR5725795	282set_A441-5
PRJNA389800	SRR5725796	282set_A239
PRJNA389800	SRR5725801	282set_38-11Goodman-Buckler
PRJNA389800	SRR5725803	282set_CML331
PRJNA389800	SRR5725812	282set_VaW6
PRJNA389800	SRR5725822	282set_Mt42
PRJNA389800	SRR5725823	282set_Ms71
PRJNA389800	SRR5725824	282set_Ms71
PRJNA389800	SRR5725829	282set_Sg1533
PRJNA389800	SRR5725844	282set_CML77
PRJNA389800	SRR5725845	282set_CML69
PRJNA389800	SRR5725848	282set_B79
PRJNA389800	SRR5725852	282set_C103
PRJNA389800	SRR5725853	282set_B84
PRJNA389800	SRR5725855	282set_C123
PRJNA389800	SRR5725858	282set_CI187-2
PRJNA389800	SRR5725873	282set_D940Y
PRJNA389800	SRR5725877	282set_CO255
PRJNA389800	SRR5725887	282set_Va59
PRJNA389800	SRR5725891	282set_B57
PRJNA389800	SRR5725900	282set_NC262
PRJNA389800	SRR5725902	282set_NC258
PRJNA389800	SRR5725906	282set_CML311
PRJNA389800	SRR5725930	282set_A682
PRJNA399729	SRR5962624	hmp3_ZEAxppRDLDIAAPEI-2
PRJNA399729	SRR5962636	hmp3_MAIdgiRAWDIAAPEI-5
PRJNA399729	SRR5962637	hmp3_MAIdgiRAXDIAAPEI-6
PRJNA399729	SRR5962639	hmp3_MAIdgiRAYDIAAPEI-7
PRJNA399729	SRR5962641	hmp3_MAIdgiRAYDIAAPEI-7
PRJNA399729	SRR5962647	hmp3_ZEAxppRDHDIAAPEI-12
PRJNA399729	SRR5962665	hmp3_MAIdgiRCIDIAAPEI-7
PRJNA399729	SRR5962671	hmp3_ZEAxppRCWDIAAPEI-3
PRJNA399729	SRR5962672	hmp3_ZEAxppRCXDIAAPEI-4
PRJNA399729	SRR5962673	hmp3_ZEAxppRCXDIAAPEI-4
PRJNA399729	SRR5962675	hmp3_ZEAxppRCUDIAAPEI-1
PRJNA399729	SRR5962677	hmp3_ZEAxppRCVDIAAPEI-2
PRJNA399729	SRR5962679	hmp3_ZEAxppRCYDIAAPEI-5
PRJNA399729	SRR5962681	hmp3_MAIdgiRCKDIAAPEI-9
PRJNA399729	SRR5962682	hmp3_ZEAxujRBCDIBAPE
PRJNA399729	SRR5962693	hmp3_MAIdgiRAPDIAAPEI-12
PRJNA399729	SRR5962694	hmp3_MAIdgiRAPDIAAPEI-12
PRJNA399729	SRR5962700	hmp3_MAIdgiRAMDIAAPEI-10
PRJNA399729	SRR5962709	hmp3_MAIdgiRABDIAAPEI-2
PRJNA399729	SRR5962714	hmp3_ZEAxppRCODIAAPEI-9
PRJNA399729	SRR5962715	hmp3_ZEAxppRCODIAAPEI-9
PRJNA399729	SRR5962716	hmp3_ZEAxppRCODIAAPEI-9
PRJNA399729	SRR5962717	hmp3_ZEAxppRCJDIAAPEI-7
PRJNA399729	SRR5962719	hmp3_ZEAxppRCPDIAAPEI-10
PRJNA399729	SRR5962720	hmp3_ZEAxppRCPDIAAPEI-10
PRJNA399729	SRR5962721	hmp3_ZEAxppRCPDIAAPEI-10
PRJNA399729	SRR5962738	hmp3_MAIdgiRAWDIAAPEI-5
PRJNA399729	SRR5962739	hmp3_MAIdgiRARDIAAPEI-1
PRJNA399729	SRR5962742	hmp3_ZEAxujRAWDIAAPE
PRJNA399729	SRR5962745	hmp3_MAIdgiRAVDIAAPEI-4
PRJNA399729	SRR5962746	hmp3_MAIdgiRAVDIAAPEI-4
PRJNA399729	SRR5962747	hmp3_ZEAxppRCHDIAAPEI-6
PRJNA399729	SRR5962749	hmp3_ZEAxppRCGDIAAPEI-5
PRJNA399729	SRR5962750	hmp3_ZEAxppRCHDIAAPEI-6
PRJNA399729	SRR5962751	hmp3_ZEAxppRCFDIAAPEI-4
PRJNA399729	SRR5962752	hmp3_ZEAxppRCGDIAAPEI-5
PRJNA399729	SRR5962755	hmp3_ZEAxppRCBDIAAPEI-3
PRJNA399729	SRR5962756	hmp3_ZEAxppRCDDIAAPEI-12
PRJNA399729	SRR5962764	hmp3_ZEAxppRAZDIAAPEI-7
PRJNA399729	SRR5962766	hmp3_ZEAxppRBCDIAAPEI-2
PRJNA399729	SRR5962780	hmp3_ZEAxppRCBDIAAPEI-3
PRJNA399729	SRR5962785	hmp3_ZEAxppRBYDIAAPEI-2
PRJNA399729	SRR5962788	hmp3_ZEAxppRBUDIAAPEI-5
PRJNA399729	SRR5962818	hmp3_MAIdgiRAKDIAAPEI-9
PRJNA399729	SRR5962819	hmp3_MAIdgiRAKDIAAPEI-9
PRJNA399729	SRR5962830	hmp3_ZEAxppRAFDIAAPEI-5
PRJNA399729	SRR5962836	hmp3_ZEAxppRAHDIAAPEI-6
PRJNA399729	SRR5962862	hmp3_ZEAxppRATDIAAPEI-12
PRJNA399729	SRR5962864	hmp3_ZEAxppRAUDIAAPEI-1
PRJNA399729	SRR5962866	hmp3_ZEAxppRANDIAAPEI-10
PRJNA399729	SRR5976220	A272
PRJNA399729	SRR5976229	CML103
PRJNA399729	SRR5976250	CML69
PRJNA399729	SRR5976252	CML69
PRJNA399729	SRR5976253	CML69
PRJNA399729	SRR5976255	CML69
PRJNA399729	SRR5976276	Oh40B
PRJNA399729	SRR5976302	Mo17
PRJNA399729	SRR5976309	TIL15
PRJNA399729	SRR5976310	TIL25-TIP489.2
PRJNA399729	SRR5976317	M37W
PRJNA399729	SRR5976322	MM-1A
PRJNA399729	SRR5976325	W22
PRJNA399729	SRR5976354	Tx601
PRJNA399729	SRR5976424	Ki3
PRJNA399729	SRR5976469	Ki21
PRJNA399729	SRR5976474	N6
PRJNA399729	SRR5976491	TIL14-TIP498.2
PRJNA399729	SRR5976492	TIL09
PRJNA399729	SRR5976493	TIL10
PRJNA399729	SRR5976494	TIL03
PRJNA399729	SRR5976495	TIL05
PRJNA399729	SRR5976496	RIMMA0438
PRJNA399729	SRR5976497	TIL01
PRJNA399729	SRR5976511	TIL11
PRJNA399729	SRR5991979	B73
PRJNA479960	SRR7477667	Z66
PRJNA479960	SRR7477668	Z65
PRJNA479960	SRR7477670	Z67
PRJNA479960	SRR7477671	Arica5
PRJNA479960	SRR7477672	Arica4
PRJNA479960	SRR7477673	Z6
PRJNA479960	SRR7477674	Z2
PRJNA531553	SRR8906635	526018
PRJNA531553	SRR8906636	CML229
PRJNA531553	SRR8906637	CIMBL29
PRJNA531553	SRR8906638	CML480
PRJNA531553	SRR8906639	CIMBL111
PRJNA531553	SRR8906640	BT1
PRJNA531553	SRR8906641	CML168
PRJNA531553	SRR8906642	CML360
PRJNA531553	SRR8906643	CML426
PRJNA531553	SRR8906644	CML223
PRJNA531553	SRR8906645	SW1611
PRJNA531553	SRR8906646	CIMBL146
PRJNA531553	SRR8906647	CML163
PRJNA531553	SRR8906648	CIMBL51
PRJNA531553	SRR8906649	CIMBL16
PRJNA531553	SRR8906650	CML189
PRJNA531553	SRR8906651	CML497
PRJNA531553	SRR8906652	P138
PRJNA531553	SRR8906653	CIMBL155
PRJNA531553	SRR8906654	CIMBL15
PRJNA531553	SRR8906655	CIMBL39
PRJNA531553	SRR8906656	PH4VC
PRJNA531553	SRR8906657	04K5702
PRJNA531553	SRR8906658	GEMS55
PRJNA531553	SRR8906659	TX5
PRJNA531553	SRR8906660	ZHENG58
PRJNA531553	SRR8906661	JI846
PRJNA531553	SRR8906662	9642
PRJNA531553	SRR8906663	GEMS36
PRJNA531553	SRR8906664	BY815
PRJNA531553	SRR8906665	W138
PRJNA531553	SRR8906666	H21
PRJNA531553	SRR8906667	CIMBL137
PRJNA531553	SRR8906668	BK
PRJNA531553	SRR8906669	CIMBL149
PRJNA531553	SRR8906670	CIMBL37
PRJNA531553	SRR8906671	CML433
PRJNA531553	SRR8906672	CIMBL18
PRJNA531553	SRR8906673	CIMBL140
PRJNA531553	SRR8906674	CIMBL135
PRJNA531553	SRR8906675	CIMBL28
PRJNA531553	SRR8906676	CIMBL109
PRJNA531553	SRR8906677	CIMBL31
PRJNA531553	SRR8906678	CIMBL110
PRJNA531553	SRR8906679	CIMBL92
PRJNA531553	SRR8906680	ZHENG653
PRJNA531553	SRR8906681	ZHI41
PRJNA531553	SRR8906682	LIAO5114
PRJNA531553	SRR8906683	JI63
PRJNA531553	SRR8906684	LY
PRJNA531553	SRR8906685	TY1
PRJNA531553	SRR8906686	R08
PRJNA531553	SRR8906687	GEMS56
PRJNA531553	SRR8906688	04K5686
PRJNA531553	SRR8906689	SY1035
PRJNA531553	SRR8906690	8902
PRJNA531553	SRR8906691	FCD0602
PRJNA531553	SRR8906692	GEMS30
PRJNA531553	SRR8906693	ZONG31
PRJNA531553	SRR8906694	GEMS21
PRJNA531553	SRR8906695	RY737
PRJNA531553	SRR8906696	DSB
PRJNA531553	SRR8906697	JIAO51
PRJNA531553	SRR8906698	177
PRJNA531553	SRR8906699	GEMS40
PRJNA531553	SRR8906700	GEMS45
PRJNA531553	SRR8906701	GEMS12
PRJNA531553	SRR8906702	SHEN5003
PRJNA531553	SRR8906703	GEMS32
PRJNA531553	SRR8906704	GEMS35
PRJNA531553	SRR8906705	XI502
PRJNA531553	SRR8906706	B77
PRJNA531553	SRR8906707	GEMS49
PRJNA531553	SRR8906708	RY713
PRJNA531553	SRR8906709	WU109
PRJNA531553	SRR8906710	CIMBL96
PRJNA531553	SRR8906711	CIMBL53
PRJNA531553	SRR8906712	CML134
PRJNA531553	SRR8906713	CIMBL131
PRJNA531553	SRR8906714	CML300
PRJNA531553	SRR8906715	CML51
PRJNA531553	SRR8906716	S37
PRJNA531553	SRR8906717	CML29
PRJNA531553	SRR8906718	CIMBL25
PRJNA531553	SRR8906719	CIMBL11
PRJNA531553	SRR8906720	CML290
PRJNA531553	SRR8906721	CIMBL54
PRJNA531553	SRR8906722	CML172
PRJNA531553	SRR8906723	CIMBL33
PRJNA531553	SRR8906724	SHEN137
PRJNA531553	SRR8906725	CML451
PRJNA531553	SRR8906726	CIMBL10
PRJNA531553	SRR8906727	CML486
PRJNA531553	SRR8906728	CML493
PRJNA531553	SRR8906729	CIMBL127
PRJNA531553	SRR8906730	CML364
PRJNA531553	SRR8906731	CIMBL132
PRJNA531553	SRR8906732	CML454
PRJNA531553	SRR8906733	CIMBL59
PRJNA531553	SRR8906734	CML113
PRJNA531553	SRR8906735	CML415
PRJNA531553	SRR8906736	CIMBL45
PRJNA531553	SRR8906737	CIMBL7
PRJNA531553	SRR8906738	CML423
PRJNA531553	SRR8906739	CIMBL70
PRJNA531553	SRR8906740	CIMBL46
PRJNA531553	SRR8906741	238
PRJNA531553	SRR8906742	GEMS14
PRJNA531553	SRR8906743	GEMS60
PRJNA531553	SRR8906744	EN25
PRJNA531553	SRR8906745	CY72
PRJNA531553	SRR8906746	BZN
PRJNA531553	SRR8906747	GEMS52
PRJNA531553	SRR8906748	JH59
PRJNA531553	SRR8906749	DH3732
PRJNA531553	SRR8906750	CIMBL87
PRJNA531553	SRR8906751	150
PRJNA531553	SRR8906752	GY386
PRJNA531553	SRR8906753	CIMBL24
PRJNA531553	SRR8906754	CIMBL153
PRJNA531553	SRR8906755	CIMBL143
PRJNA531553	SRR8906756	CIMBL65
PRJNA531553	SRR8906757	M97
PRJNA531553	SRR8906758	R15
PRJNA531553	SRR8906759	ZHENG32
PRJNA531553	SRR8906760	TY4
PRJNA531553	SRR8906761	BS16
PRJNA531553	SRR8906762	B111
PRJNA531553	SRR8906763	BY807
PRJNA531553	SRR8906764	U8112
PRJNA531553	SRR8906765	GEMS29
PRJNA531553	SRR8906766	1323
PRJNA531553	SRR8906767	TY5
PRJNA531553	SRR8906768	RY697
PRJNA531553	SRR8906769	SY1077
PRJNA531553	SRR8906770	K12
PRJNA531553	SRR8906771	JI842
PRJNA531553	SRR8906772	GEMS66
PRJNA531553	SRR8906773	ZHENG35
PRJNA531553	SRR8906774	GY386B
PRJNA531553	SRR8906775	GEMS51
PRJNA531553	SRR8906776	CIMBL21
PRJNA531553	SRR8906777	CIMBL118
PRJNA531553	SRR8906778	CIMBL99
PRJNA531553	SRR8906779	CML286
PRJNA531553	SRR8906780	CML169
PRJNA531553	SRR8906781	CIMBL56
PRJNA531553	SRR8906782	CIMBL49
PRJNA531553	SRR8906783	CIMBL154
PRJNA531553	SRR8906784	CML228
PRJNA531553	SRR8906785	CML165
PRJNA531553	SRR8906786	K22
PRJNA531553	SRR8906787	18-599
PRJNA531553	SRR8906788	ZHENG28
PRJNA531553	SRR8906789	CIMBL84
PRJNA531553	SRR8906790	CML31
PRJNA531553	SRR8906791	CIMBL77
PRJNA531553	SRR8906792	CML324
PRJNA531553	SRR8906793	CIMBL124
PRJNA531553	SRR8906794	CIMBL68
PRJNA531553	SRR8906795	CIMBL71
PRJNA531553	SRR8906796	CIMBL34
PRJNA531553	SRR8906797	CIMBL69
PRJNA531553	SRR8906798	CIMBL23
PRJNA531553	SRR8906799	CIMBL121
PRJNA531553	SRR8906800	CML118
PRJNA531553	SRR8906801	CIMBL156
PRJNA531553	SRR8906802	CML470
PRJNA531553	SRR8906803	CML411
PRJNA531553	SRR8906804	CIMBL107
PRJNA531553	SRR8906805	CIMBL98
PRJNA531553	SRR8906806	CIMBL100
PRJNA531553	SRR8906807	CIMBL150
PRJNA531553	SRR8906808	CIMBL35
PRJNA531553	SRR8906809	CML428
PRJNA531553	SRR8906810	CIMBL115
PRJNA531553	SRR8906811	CML305
PRJNA531553	SRR8906812	CIMBL82
PRJNA531553	SRR8906813	CIMBL57
PRJNA531553	SRR8906814	CIMBL91
PRJNA531553	SRR8906815	CIMBL43
PRJNA531553	SRR8906816	CML121
PRJNA531553	SRR8906817	CIMBL27
PRJNA531553	SRR8906818	CIMBL102
PRJNA531553	SRR8906819	TY9
PRJNA531553	SRR8906820	GEMS3
PRJNA531553	SRR8906821	9782
PRJNA531553	SRR8906822	303WX
PRJNA531553	SRR8906823	GEMS10
PRJNA531553	SRR8906824	GEMS62
PRJNA531553	SRR8906825	7381
PRJNA531553	SRR8906826	GEMS4
PRJNA531553	SRR8906827	K10
PRJNA531553	SRR8906828	1462
PRJNA531553	SRR8906829	ZHENG29
PRJNA531553	SRR8906830	K14
PRJNA531553	SRR8906831	LIAO5262
PRJNA531553	SRR8906832	GEMS31
PRJNA531553	SRR8906833	GY923
PRJNA531553	SRR8906834	TY6
PRJNA531553	SRR8906835	384-2
PRJNA531553	SRR8906836	HYS
PRJNA531553	SRR8906837	LY042
PRJNA531553	SRR8906838	5311
PRJNA531553	SRR8906839	BY843
PRJNA531553	SRR8906840	DAN340
PRJNA531553	SRR8906841	CF3
PRJNA531553	SRR8906842	ZAC546
PRJNA531553	SRR8906843	GEMS24
PRJNA531553	SRR8906844	975-12
PRJNA531553	SRR8906845	4F1
PRJNA531553	SRR8906846	GEMS23
PRJNA531553	SRR8906847	TY8
PRJNA531553	SRR8906848	R15X1141
PRJNA531553	SRR8906849	GEMS18
PRJNA531553	SRR8906850	SI446
PRJNA531553	SRR8906851	GEMS63
PRJNA531553	SRR8906852	GEMS44
PRJNA531553	SRR8906853	CML432
PRJNA531553	SRR8906854	SI273
PRJNA531553	SRR8906855	SY999
PRJNA531553	SRR8906856	ZH68
PRJNA531553	SRR8906857	TIE7922
PRJNA531553	SRR8906858	CML408
PRJNA531553	SRR8906859	DONG46
PRJNA531553	SRR8906860	05W002
PRJNA531553	SRR8906861	YE478
PRJNA531553	SRR8906862	HZS
PRJNA531553	SRR8906863	CIMBL41
PRJNA531553	SRR8906864	CIMBL85
PRJNA531553	SRR8906865	CML192
PRJNA531553	SRR8906866	CIMBL44
PRJNA531553	SRR8906867	CIMBL40
PRJNA531553	SRR8906868	CML115
PRJNA531553	SRR8906869	CIMBL1
PRJNA531553	SRR8906870	CIMBL95
PRJNA531553	SRR8906871	CML170
PRJNA531553	SRR8906872	CIMBL152
PRJNA531553	SRR8906873	CIMBL74
PRJNA531553	SRR8906874	CML338
PRJNA531553	SRR8906875	CIMBL120
PRJNA531553	SRR8906876	CML28
PRJNA531553	SRR8906877	CIMBL38
PRJNA531553	SRR8906878	CIMBL26
PRJNA531553	SRR8906879	CML40
PRJNA531553	SRR8906880	CIMBL128
PRJNA531553	SRR8906881	CML162
PRJNA531553	SRR8906882	CIMBL104
PRJNA531553	SRR8906883	GEMS1
PRJNA531553	SRR8906884	CIMBL106
PRJNA531553	SRR8906885	CIMBL125
PRJNA531553	SRR8906886	CML496
PRJNA531553	SRR8906887	CML130
PRJNA531553	SRR8906888	CML307
PRJNA531553	SRR8906889	CIMBL9
PRJNA531553	SRR8906890	CIMBL122
PRJNA531553	SRR8906891	CIMBL134
PRJNA531553	SRR8906892	CIMBL20
PRJNA531553	SRR8906893	GEMS59
PRJNA531553	SRR8906894	SY1052
PRJNA531553	SRR8906895	GEMS16
PRJNA531553	SRR8906896	CML171
PRJNA531553	SRR8906897	DH29
PRJNA531553	SRR8906898	NMJT
PRJNA531553	SRR8906899	ZHENG30
PRJNA531553	SRR8906900	WH413
PRJNA531553	SRR8906901	GEMS43
PRJNA531553	SRR8906902	QI205
PRJNA531553	SRR8906903	DAN360
PRJNA531553	SRR8906904	LXN
PRJNA531553	SRR8906905	CHANG3
PRJNA531553	SRR8906906	GY1032
PRJNA531553	SRR8906907	CI7
PRJNA531553	SRR8906908	GEMS53
PRJNA531553	SRR8906909	CIMBL83
PRJNA531553	SRR8906910	CIMBL101
PRJNA531553	SRR8906911	CIMBL67
PRJNA531553	SRR8906912	P178
PRJNA531553	SRR8906913	CIMBL113
PRJNA531553	SRR8906914	CIMBL62
PRJNA531553	SRR8906915	ZZ01
PRJNA531553	SRR8906916	CML50
PRJNA531553	SRR8906917	CIMBL19
PRJNA531553	SRR8906918	CIMBL88
PRJNA531553	SRR8906919	CIMBL66
PRJNA531553	SRR8906920	CIMBL94
PRJNA531553	SRR8906921	CML323
PRJNA531553	SRR8906922	CIMBL93
PRJNA531553	SRR8906923	CIMBL117
PRJNA531553	SRR8906924	CML473
PRJNA531553	SRR8906925	CIMBL58
PRJNA531553	SRR8906926	YE52106
PRJNA531553	SRR8906927	XUN971
PRJNA531553	SRR8906928	WMR
PRJNA531553	SRR8906929	D863F
PRJNA531553	SRR8906930	CHUAN48-2
PRJNA531553	SRR8906931	05WN230
PRJNA531553	SRR8906932	BY4839
PRJNA531553	SRR8906933	B114
PRJNA531553	SRR8906934	501
PRJNA531553	SRR8906935	YE488
PRJNA531553	SRR8906936	3H-2
PRJNA531553	SRR8906937	CHENG698
PRJNA531553	SRR8906938	LK11
PRJNA531553	SRR8906939	CML27
PRJNA531553	SRR8906940	CML225
PRJNA531553	SRR8906941	TY2
PRJNA531553	SRR8906942	81162
PRJNA531553	SRR8906943	RY729
PRJNA531553	SRR8906944	CIMBL145
PRJNA531553	SRR8906945	CML327
PRJNA531553	SRR8906946	CIMBL32
PRJNA531553	SRR8906947	CIMBL48
PRJNA531553	SRR8906948	CIMBL108
PRJNA531553	SRR8906949	CIMBL2
PRJNA531553	SRR8906950	CIMBL75
PRJNA531553	SRR8906951	CML287
PRJNA531553	SRR8906952	CML226
PRJNA531553	SRR8906953	CML298
PRJNA531553	SRR8906954	CIMBL50
PRJNA531553	SRR8906955	HUANGC
PRJNA531553	SRR8906956	CIMBL144
PRJNA531553	SRR8906957	CIMBL139
PRJNA531553	SRR8906958	CIMBL72
PRJNA531553	SRR8906959	CIMBL105
PRJNA531553	SRR8906960	CML304
PRJNA531553	SRR8906961	CML471
PRJNA531553	SRR8906962	CML361
PRJNA531553	SRR8906963	CML69
PRJNA531553	SRR8906964	CIMBL116
PRJNA531553	SRR8906965	DAN599
PRJNA531553	SRR8906966	CIMBL36
PRJNA531553	SRR8906967	CML289
PRJNA531553	SRR8906968	CIMBL89
PRJNA531553	SRR8906969	SC55
PRJNA531553	SRR8906970	CML114
PRJNA531553	SRR8906971	CIMBL76
PRJNA531553	SRR8906972	CML431
PRJNA531553	SRR8906973	CML282
PRJNA531553	SRR8906974	CIMBL151
PRJNA531553	SRR8906975	CIMBL141
PRJNA531553	SRR8906976	CIMBL90
PRJNA531553	SRR8906977	CIMBL79
PRJNA531553	SRR8906978	CIMBL112
PRJNA531553	SRR8906979	YAN414
PRJNA531553	SRR8906980	BY855
PRJNA531553	SRR8906981	Z2018F
PRJNA531553	SRR8906982	YE515
PRJNA531553	SRR8906983	MO113
PRJNA531553	SRR8906984	BY813
PRJNA531553	SRR8906985	JI53
PRJNA531553	SRR8906986	GEMS15
PRJNA531553	SRR8906987	SI434
PRJNA531553	SRR8906988	B151
PRJNA531553	SRR8906989	TY11
PRJNA531553	SRR8906990	IRF314
PRJNA531553	SRR8906991	L3180
PRJNA531553	SRR8906992	GY462
PRJNA531553	SRR8906993	SY1032
PRJNA531553	SRR8906994	GEMS9
PRJNA531553	SRR8906995	GEMS17
PRJNA531553	SRR8906996	HU803
PRJNA531553	SRR8906997	GEMS41
PRJNA531553	SRR8906998	GEMS58
PRJNA531553	SRR8906999	CIMBL123
PRJNA531553	SRR8907000	GEMS50
PRJNA531553	SRR8907001	M153
PRJNA531553	SRR8907002	LIAO5263
PRJNA531553	SRR8907003	C8605
PRJNA531553	SRR8907004	ZHONG69
PRJNA531553	SRR8907005	GEMS27
PRJNA531553	SRR8907006	DAN598
PRJNA531553	SRR8907007	7327
PRJNA531553	SRR8907008	GEMS13
PRJNA531553	SRR8907009	GEMS54
PRJNA531553	SRR8907010	GEMS37
PRJNA531553	SRR8907011	MN
PRJNA531553	SRR8907012	04K5672
PRJNA531553	SRR8907013	JY01
PRJNA531553	SRR8907014	GEMS28
PRJNA531553	SRR8907015	GEMS42
PRJNA531553	SRR8907016	GEMS61
PRJNA531553	SRR8907017	SK_resequencing
PRJNA531553	SRR8907018	TY10
PRJNA531553	SRR8907019	GEMS19
PRJNA531553	SRR8907020	BY4944
PRJNA531553	SRR8907021	SI444
PRJNA531553	SRR8907022	BGY
PRJNA531553	SRR8907023	SW92E114
PRJNA531553	SRR8907024	BY809
PRJNA531553	SRR8907025	DONG237
PRJNA531553	SRR8907026	SY3073
PRJNA531553	SRR8907027	CIMBL52
PRJNA531553	SRR8907028	CIMBL63
PRJNA531553	SRR8907029	CIMBL157
